number,tweet (actual tweet text will defer. Open txt file instead),polarity
152,b'Ontario to ban cellphones in classrooms next school year | CBC News #education  https://t.co/PXn4OGvpv7',positive
153,"b""2006-2011 Tucker Carlson\n\nArabs in Iraq: A culture where people just don't use toilet paper or forks. 'They can just shut the f*** up and obey, is my view\n\nI once called Canada 'our retarded cousins'\n\n'Obama would still be in the state Senate in Illinois if he were white' https://t.co/Yc4KYLnltR""",positive
154,"b""2006-2011 Tucker Carlson\n\nArabs in Iraq: A culture where people just don't use toilet paper or forks. 'They can just shut the f*** up and obey, is my view\n\nI once called Canada 'our retarded cousins'\n\n'Obama would still be in the state Senate in Illinois if he were white' https://t.co/Yc4KYLnltR""",positive
155,"b""@Sascha_pm @joerogan @GeorgesStPierre I'm just kidding GSP is a hero of mine as well. When I came home with a bloody nose as a kid my Mum sent me straight to Karate (which happened to be Kyokushin) and GSP was who first made me love MMA. I'm moving to Canada when I hit 40 for sure.""",positive
156,b'Ontario to ban cellphones in classrooms next school year | CBC News https://t.co/SXVo8ybnfS',positive
157,b'@liberal_party We don\xe2\x80\x99t have maasssive pollution in Canada ?  Carbon tax is a bloody scam !  You know it and I know it and millions others know it ! https://t.co/apQij4Sh48',negative
158,"b'Welcome to Canada @FundingCircleCA! \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 With an office in #Toronto planned to open in 2019, Funding Circle will help small businesses secure financing.\xf0\x9f\x91\x8f More: https://t.co/Lso53dcK3t #InvestinCanada #MakingCanadaStronger https://t.co/zE9I9yZblu'",positive
159,b'Exchange easy steps. #bitcoin #bitcoinmining #binaryoptionsignals #trader #currencytrader #currencytrading #cryptocurrencies #cryptocurreny #investmentplan #investor #russia #euros #europe #canada #ireland #poland #polish #dubia https://t.co/bo5Pu9B12M',positive
160,"b""ICF Toronto Chapter's next Cross Canada Coaching Series Webinar will be held on March 18 at 1:30 p.m. ET @icftoronto @careercompass7 #coaching #coachtraining https://t.co/EoLLWqQwkW""",neutral
161,"b'Daniel Tyrie has explained his current personal views, as they have changed to become in-line with the People\xe2\x80\x99s Party of Canada platform. https://t.co/nRvu2I31FZ'",positive
162,"b'Countries around the world are banning the Boeing 737 Max 8 from flying in their airspace, should Canada and the US follow suit? @cbchh asked pilot @maryschiavo her thoughts on the matter. #CBCNN https://t.co/j3KOxgfdWw'",positive
163,b'@btsvotingteam @BTS_twt CANADA WOOO',neutral
164,b'Are you a skilled IT professional who is driven by success? Now #HIRING a Senior IT/Tier 3 Technician in Markham! Interested? #Apply Here: https://t.co/pcxrcdFM9f #TechTuesday #ITCareers #JobSeeker #MarkhamJobs https://t.co/KfQytPXVcb',positive
165,"b'@beautifulweare Hi Rhonda! Since 1972, A&amp;W has been owned and operated in Canada independently from A&amp;W operations in the United States. We suggest you contact A&amp;W restaurants directly.'",negative
166,"b'Now, if that isn\xe2\x80\x99t one of the most insane things you have ever heard \xe2\x80\x93 what is? PS - You can tell them that Obama is gone and the Democrats have never hated Israel or domestic Jews more than this. https://t.co/Jz77RFf4fh'",negative
167,"b""Alleged cat-killer attacked roommate's pet after it urinated on his sandals: police https://t.co/zqN4Pxddaz""",positive
168,"b'Mix up your protein choices: meat, poultry, seafood, eggs, beans, peas, soy, nuts, seeds! Variety is the spice of life! # BrockU #Nationalnutritionmonth https://t.co/C1Jgrguukq https://t.co/7wcUCc8CV6'",positive
169,b'CBC: Lakehead University developing land acknowledgement walk: The project would look at the history of the land where Lakehead now sits https://t.co/yUvexj4hFI',positive
170,b'The families and friends of the 18 Canadians killed in the crash are mourning their loved ones from coast to coast to coast. https://t.co/xkHwsNcyXI',negative
171,b'The families and friends of the 18 Canadians killed in the crash are mourning their loved ones from coast to coast to coast. https://t.co/4iUP2GgU1G',negative
172,b'The families and friends of the 18 Canadians killed in the crash are mourning their loved ones from coast to coast to coast. https://t.co/haI53HA0xx',negative
173,b'Success requires hard work and that you keep focused on your goals! #success #hard #work #keep #focus #goals #Canada #LndOnt #Ontario #Latino #Amigo #AmigoLatino https://t.co/RjXl1PofUA',positive
174,b'Some municipalities across Ontario are being asked to support the removal of the Queen in the provincial document known as the Declaration of Office \xe2\x80\x93 drawing opinions on both sides of the issue. https://t.co/nHMVMQnOAw https://t.co/NpPx5oMt0h',positive
175,b'New study can help determine optimal exercise for #cardiovascular diseases  https://t.co/1rw13C6tCt',positive
176,"b""Great article explaining the problems with precarity -- this situation also applies to migrant agricultural workers, where it impacts not only the workers' own well-being &amp; safety, but also farmers' #cdnag productivity: https://t.co/1uLc5Ie9cY""",positive
177,"b""Saddened by the realization that Canada has a long way to go. It's still a boy's club. #WomenInFilm #WomenFilmmakers https://t.co/HDGzlNmqQR""",positive
178,"b'@Simi07177849 I have taken out time to list 100 universities and colleges in Canada.  I added their direct scholarship/graduate funding links.\n\nCheck if they offer your program, the requirements and apply.\n\nhttps://t.co/KvImvy9q71'",positive
179,"b""Tina Fontaine's great-aunt says new report on teen's death to reveal 'heartbreaking' details | CBC News https://t.co/EIU5xJIeeM by @cbc""",negative
180,b'Here are 10 things you need to know about #homelessness in #Canada: https://t.co/AWlM27Ccpq',positive
181,b'@CoryBooker The sky has not fallen here in Canada...',negative
182,"b'Merchandiser: Coca-Cola Canada (Regina, SK): ""Locations. Weyburn, SK About Us Proudly Canadian and Independently Owned, We are Coke Canada. We are a family business that unites..."" #regina eluta https://t.co/A35HVFs04g'",negative
183,"b""@27bslash6 Okay, have seen the small types in your websigh &amp; seems signed copies only available in USA &amp; Canada. This is racist. BTW, your autobiography title is \xe2\x80\x9cA Thorne in Their Side\xe2\x80\x9d. You're welcome. If I enter the draw, do I have a chance that way of a signed copy escaping to the UK?""",positive
184,"b'""We\xe2\x80\x99re here to learn how we can shift recreational drone operators\xe2\x80\x99 perspectives and make it easy for them to follow the rules.\xe2\x80\x9d\n\nCode for Canada fellows at @Transport_gc have spent months talking with #drone users.\n\nHere\'s what they\'ve learned: https://t.co/zwWlWQTOZM https://t.co/PN6mR3aEL7'",positive
185,"b""@hmailandt3 @john_jakester The other big issue is investor confidence. They have run from Alberta and Canada like they're being chased by a pack of rabid dogs.\nNot #BetterOffWithRachel \n#ableg #abpoli""",positive
186,b'Easy Marijuana Age Verify for #cannabis website compliance in the U.S. and Canada. Free plugin version is truly that. Shown is a Premium demo with design options verifying med+rec together. Code INTRO20 for 20% off select Premium plans https://t.co/xS2vcDwyla https://t.co/kUeBmfSZ7F',positive
187,b'Easy Marijuana Age Verify for #cannabis website compliance in the U.S. and Canada. Free plugin version is truly that. Shown is a Premium demo with design options verifying med+rec together. Code INTRO20 for 20% off select Premium plans https://t.co/xS2vcDwyla https://t.co/kUeBmfSZ7F',positive
188,b'Screening guidelines shift as the fight against HPV evolves https://t.co/5iEPsLGIVK https://t.co/WA62xBkw2C',negative
189,"b'@AmyKremer @vstewartnyc 1. U think no Rep woman has ever had an abortion? I doubt if any woman has an abortion w/o deep feeling &amp; regret. But her choice, not yours.\n2. U think Canada, UK, Sweden etal are not capitalist societies? They just happen to effectively have socialist programs ....2'",positive
190,"b'@Genealogy123 Now, if that isn\xe2\x80\x99t one of the most insane things you have ever heard \xe2\x80\x93 what is? PS - You can tell them that Obama is gone and the Democrats have never hated Israel or domestic Jews more than this.'",negative
191,"b'""Speaking to reporters in Montreal, Garneau said it would be ""premature"" to ground all 41 of those planes currently owned by Canadian air carriers even though it\'s the second such deadly crash for a Boeing 737 Max 8 model in less than six months"" https://t.co/yDJGoxIf8I https://t.co/NUpAAZlUrR'",negative
192,"b""We invite you to attend this year's Graphics Canada Expo with a COMPLIMENTARY... https://t.co/gEvN2keeoq""",positive
193,"b'A complete house purchase guide, broken down into a simple step-by-step process. https://t.co/YkLvO4T63M'",positive
194,"b'@WilliamCavett1 @alllibertynews @kennethfulgium @cornbrolio @mrmrhartman @AFPhq @SenTedCruz You\xe2\x80\x98re not lying because you don\xe2\x80\x99t know you aren\xe2\x80\x99t telling the truth. He supported single payer for decades, &amp; said Canada &amp; Scotland single payer were great even in one of the debates. He said everything I said he said. If you\xe2\x80\x98re such a supporter you should know what he believes'",positive
195,b'How To Buy A Home In Canada: A Simplified Guide For The First-Time Home Buyer https://t.co/YkLvO4T63M via @savvycanadians',positive
196,"b""@ddale8 This has always been Canadas back up plan, we are deathly afraid of NAFTA going away and we made sure some wouldn't pass it.\n\nCanada is not now or ever been a free trade nation, we just like to tell the world we are.  Sort of like our Human Rights record...""",positive
197,"b'@nickybc28 @BBCWorld In Canada, Ontario, Manitoba and New Brunswick have legislation that mandates children be vaccinated in order to attend school. I believe Manitoba only requires Measles though.'",positive
198,b'@KierstenWarren Good morning from Canada \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 https://t.co/k4UCVOcZ5Q',positive
199,b'We are looking for Canadian organizations with innovative ideas to improve the experience of Canadians when practicing sports. See how you can submit your concept here \xf0\x9f\x91\x89https://t.co/lehFhDcqBI https://t.co/WBAoGKAbbC',positive
200,"b'Making the connections!  For fifty years child care advocates in Canada have been asking for an accessible, affordable, universal childcare system. Watch for the report being issued in May. Let\xe2\x80\x99s make it happen. #CSW63 #affordablechildcare #CFUW https://t.co/aDvwQNLexS'",positive
201,b'@emmagfxc I got mine about a week ( to Canada)',negative
202,"b""last cb when bighit posted the links (#blessed) they took more time to post the links for USA/Canada so please be patient  and wait before pre-ordering \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbcthere's no rush, we have a month and they restock!! happy comeback season \xf0\x9f\x98\x9a #FindYourPersona https://t.co/CjuOpKqpGx""",positive
203,b'Huawei\xe2\x80\x99s Board Member and Senior Vice President Catherine Chen: In Canada we trust. #HuaweiFacts https://t.co/GZzx2GAJli https://t.co/nJoylKd6oS https://t.co/8HIs75umHB',positive
204,"b""Ethiopian Airlines crash 'unimaginable' tragedy, says MP who flew with victims https://t.co/djOXYvx70k #ottnews #ottawa https://t.co/xsNzRglxC4""",negative
205,"b""@Lumberist @WBrettWilson Canadians have slightly less hustle, slightly more 30+ y/o PHD students than Americans, so you can generally count on their labour participation being 3% less than America's.\n\nThe gap will be more pronounced now.\n\nCanada is likely at a 58-61% LPR""",positive
206,"b'James Tissot - A Passing Storm (c. 1876) - Beaverbrook Art Gallery, Fredericton, Canada\n#arthistory #frenchart #arte https://t.co/jPV1f1feNA'",positive
207,"b""We are proud to announce the very talented @luxlocosplay and @HStarsailor as our cosplay guests for this year's convention. From Canada, they've cosplayed characters from all your favorite series, from Final Fantasy to Persona, just to name a few. We look forward to having them! https://t.co/07cr1bMbrL""",positive
208,b'Make sure you check out the #KARsquad from ADESA Canada at next week\xe2\x80\x99s #ARCcon2019 and #AutoWomenLead in Toronto. See what @ADESAauction is doing at each event in the latest post on Overdrive: https://t.co/yZwafO9D9e',positive
209,b'Lost In Caravaggio @lostincaravggio\xc2\xa0 - Grain Of Sand',positive
210,"b""@Startup_Canada @bdc_ca @Kristine_StP, in case you're not aware.""",positive
211,b'2. Canada\xe2\x80\x99s Rising Personal Tax Rates and Falling Tax Competitiveness (2019) | Fraser Institute #medhat #ucp  https://t.co/5nEAijRndF',negative
212,"b""@evanstarr @mandybruin @eugenegu @realDonaldTrump Canada isn't stopping services of the max 8 either \xf0\x9f\x98\xa9""",neutral
213,"b""@evanstarr @mandybruin @eugenegu @realDonaldTrump Canada isn't stopping services of the max 8 either \xf0\x9f\x98\xa9""",neutral
214,b'Trading#canada#spain https://t.co/V5qI2k9JiK',neutral
215,"b'Find out how World Vision Canada is partenering with Churches at World Vision Canada, including upcoming forums and events!https://t.co/P5LTzmnHQV @WVCChurches'",positive
216,"b'UPDATED: Honda Canada recalling 83,977 vehicles to replace Takata air bag inflators https://t.co/2c9UFCwrUf'",positive
217,"b'Canada\xe2\x80\x99s GHG emission targets are wrong \xe2\x80\x93 not because they are too tough or not tough enough, but because they are based on the wrong measurement. Our latest What Now? policy brief looks at a better way to count emissions. \n\nhttps://t.co/cFMIJ90wV6 https://t.co/OhnMMPtDV5'",negative
218,"b""RT #NovaScotia's Labour Department issued a stop-work order Monday after a #constructionworker was injured at a site in Dartmouth Crossing https://t.co/jNo2VQUP0v Halifax Fire said the man was working on a new hotel under construction at 35 Shubie Dr when he fell from scaffolding""",negative
219,"b""@JT_Fisherman @ThatLibertyGuy @TheGunBlog @TWilsonOttawa Exactly. All that's needed is a wink and a nudge. The timing of the creation of CDPG is mightily aligned with all the shuffling and resignations.""",positive
220,"b""Hawaii's matcha ice cream is coming to TO!\xf0\x9f\x8d\xa6\xf0\x9f\x8c\xba #canada https://t.co/0ZfAfiPtbf""",positive
221,b'@QuickBooks have you removed the ability to post a question in the community? wondering if anyone else is experiencing crashes EVERY TIME a credit is applied to an invoice. Desktop - Canada',positive
222,"b""@TrueNorthCentre @ivanpak8 Trudeau never addressed Marrisa's tragedy, but he has been defending his crappy refugee program all the time. How much more blood is enough to wake up Canada before it fall like Germany? Justin must go! https://t.co/xd2kIEkVfI""",negative
223,"b'Find out what the Government of Canada is doing to strengthen border security, including support for front-end security screening and removals of asylum seekers: https://t.co/ao3xJn9cg0 #cdnref https://t.co/Ly8xGlQShc'",positive
224,"b'@TheTorontoSun @brianlilley From the Statistics Canada news release: \xe2\x80\x9cOntario was the sole province with a notable employment gain in February.\xe2\x80\x9d\n\nNewfoundland, PEI, Nova Scotia, Manitoba and Saskatchewan all lost jobs last month'",positive
